provider|filename|objects|description
ESA|heic0804a.jpg|1132|The NASA/ESA Hubble Space Telescope has captured a new image of the galaxy NGC 1132 which is, most likely, a cosmic fossil - the aftermath of an enormous multi-galactic pile-up, where the carnage of collision after collision has built up a brilliant but fuzzy giant elliptical galaxy far outshining typical galaxies. NGC 1132, together with the small dwarf galaxies surrounding it, are dubbed a "fossil group" as they are most likely the remains of a group of galaxies that merged together in the recent past. In this Hubble image, NGC 1132 is seen surrounded by thousands of ancient globular clusters, swarming around the galaxy like bees around a hive. These globular clusters are likely to be the survivors of the disruption of their cannibalised parent galaxies that have been eaten by NGC 1132 and may reveal its merger history. In the background, there is a stunning tapestry of numerous galaxies that are much further away.

ESA|opo9935e.jpg|2440|NGC 2440 is another planetary nebula ejected by a dying star, but it has a much more chaotic structure than NGC 2346. The central star of NGC2440 is one of the hottest known, with a surface temperature near 200,000 degrees Celsius. The complex structure of the surrounding nebula suggests to some astronomers that there have been periodic oppositely directed outflows from the central star, somewhat similar to that in NGC2346, but in the case of NGC 2440 these outflows have been episodic, and in different directions during each episode. The nebula is also rich in clouds of dust, some of which form long, dark streaks pointing away fromthe central star. In addition to the bright nebula, which glows becauseof fluorescence due to ultraviolet radiation from the hot star, NGC 2440 is surrounded by a much larger cloud of cooler gas which is invisible in ordinary light but can be detected with infrared telescopes. NGC 2440 lies about 4,000 light-years from Earth in thedirection of the constellation Puppis. The Hubble Heritage team made this image from observations of NGC 2440acquired by Howard Bond (STScI) and Robin Ciardullo (Penn State).

ESA|heic0912a.jpg||2623|Not surprisingly, interacting galaxies have a dramatic effect on each other. Studies have revealed that as galaxies approach one another massive amounts of gas are pulled from each galaxy towards the centre of the other, until ultimately, the two merge into one massive galaxy. NGC 2623 is in the late stages of the merging process, with the centres of the original galaxy pair now merged into one nucleus, but stretching out from the centre are two tidal tails of young stars, a strong indicator that a merger has taken place. During such a collision, the dramatic exchange of mass and gases initiates star formation, seen here in both the tails. The prominent lower tail is richly populated with bright star clusters - 100 of them have been found in these observations. These star clusters may have formed as part of a loop of stretched material associated with the northern tail, or they may have formed from debris falling back onto the nucleus. In addition to this active star-forming region, both galactic arms harbour very young stars in the early stages of their evolutionary journey.

ESA|heic0703a.jpg|2440|This image of NGC 2440 shows the colourful "last hurrah" of a star like our Sun. The star is ending its life by casting off its outer layers of gas, which formed a cocoon around the star's remaining core. Ultraviolet light from the dying star makes the material glow. The burned-out star, called a white dwarf, is the white dot in the centre.

PSSC|ape.jpg|611|Are you kidding?


