NGC Number,Other names, Object type,Constellation,Right ascension(J2000),Declination (J2000),Apparent magnitude

0938,,Elliptical galaxy,Aries,02h 28m 33.6s,+20° 17′ 02″,13.8,
0939,,Elliptical galaxy,Eridanus,02h 26m 21.2s,-44° 26′ 47″,14,
0940,,Lenticular galaxy,Triangulum,02h 29m 27.5s,+31° 38′ 28″,13.4,
0941,,Spiral galaxy,Cetus,02h 28m 27.9s,-01° 09′ 04″,13.4,
0942,,Irregular galaxy,Cetus,02h 29m 11.0s,-10° 49′ 36″,14,
0943,,Lenticular galaxy,Cetus,02h 29m 09.6s,-10° 49′ 42″,14,
0944,,Lenticular galaxy,Cetus,02h 26m 42.1s,-14° 30′ 55″,14,
0945,,Spiral galaxy,Cetus,02h 28m 37.2s,-10° 32′ 23″,12,
0946,,Lenticular galaxy,Andromeda,02h 30m 38.6s,+42° 13′ 56″,14.5,
0947,,Spiral galaxy,Cetus,02h 28m 32.8s,-19° 02′ 33″,12.9,
0948,,Spiral galaxy,Cetus,02h 28m 45.1s,-10° 30′ 44″,14,
0949,,Spiral galaxy,Triangulum,02h 30m 48.8s,+37° 08′ 10″,12.0,
0950,,Spiral galaxy,Cetus,02h 29m 12.4s,-11° 01′ 36″,14,
0951,,Spiral galaxy,Cetus,02h 28m 56.9s,-22° 20′ 55″,,
0952,,Nonexistent object,Triangulum,02h 31m,+34° 45′,,
0953,,Elliptical galaxy,Triangulum,02h 31m 09.9s,+29° 35′ 19″,14.5,
0954,,Spiral galaxy,Eridanus,02h 28m 51.4s,-41° 24′ 10″,13.3,
0955,,Spiral galaxy,Cetus,02h 30m 33.4s,-01° 06′ 31″,13.0,
0956,,Open cluster,Andromeda,02h 32m,+44° 39′,8.9,
0957,,Open cluster,Perseus,02h 33m,+57° 34′,8.3,
0958,,Spiral galaxy,Cetus,02h 30m 42.5s,-02° 56′ 30″,13,
0959,,Irregular galaxy,Triangulum,02h 32m 24.1s,+35° 29′ 41″,12.5,
0960,,Spiral galaxy,Cetus,02h 31m 41.4s,-09° 18′ 02″,14,
0961,,Irregular galaxy,Cetus,02h 41m 02.5s,-06° 56′ 09″,13,
0962,,Elliptical galaxy,Aries,02h 32m 40.0s,+28° 04′ 12″,14.2,
0963,,Galaxy,Cetus,02h 30m 31.2s,-04° 13′ 00″,14.5,
0964,,Spiral galaxy,Fornax,02h 31m 06.2s,-36° 01′ 60″,12.5,
0965,,Spiral galaxy,Cetus,02h 32m 25.0s,-18° 38′ 23″,14.3,
0966,,Lenticular galaxy,Cetus,02h 31m 46.9s,-19° 52′ 52″,14.1,
0967,,Lenticular galaxy,Cetus,02h 32m 12.7s,-17° 13′ 01″,13.7,
0968,,Elliptical galaxy,Triangulum,02h 34m 06.3s,+34° 28′ 47″,13.8,
0969,,Lenticular galaxy,Triangulum,02h 34m 08.0s,+32° 56′ 50″,13.4,
0970,,Interacting galaxy,Triangulum,02h 34m 11.8s,+32° 58′ 39″,15.7,
0971,,Star,Triangulum,02h 34m 11.6s,+32° 58′ 36″,,
0972,,Spiral galaxy,Aries,02h 34m 13.4s,+29° 18′ 38″,12.1,
0973,,Spiral galaxy,Triangulum,02h 34m 20.2s,+32° 30′ 19″,13.7,
0974,,Spiral galaxy,Triangulum,02h 34m 25.8s,+32° 57′ 16″,13.9,
0975,,Spiral galaxy,Cetus,02h 33m 22.8s,+09° 36′ 06″,14.2,
0976,,Spiral galaxy,Aries,02h 34m 00.1s,+20° 58′ 37″,12.9,
0977,,Spiral galaxy,Cetus,02h 33m 03.4s,-10° 45′ 36″,13,
0978,,Interacting galaxy,Triangulum,02h 34m 47.1s,+32° 50′ 46″,13.3,
0979,,Lenticular galaxy,Eridanus,02h 31m 38.6s,-44° 31′ 26″,13.8,
0980,,Lenticular galaxy,Andromeda,02h 35m 18.7s,+40° 55′ 35″,14.3,
0981,,Spiral galaxy,Cetus,02h 32m 59.9s,-10° 58′ 31″,14,
0982,,Spiral galaxy,Andromeda,02h 35m 24.9s,+40° 52′ 09″,13.2,
0983,,Spiral galaxy,Triangulum,02h 38m 55.8s,+34° 37′ 20″,14.0,
0984,,Lenticular galaxy,Aries,02h 34m 43.3s,+23° 24′ 46″,14.5,
0985,,Ring galaxy,Cetus,02h 34m 37.8s,-08° 47′ 15″,14.5,
0986,,Spiral galaxy,Fornax,02h 33m 34.2s,-39° 02′ 40″,11.8,
0987,,Spiral galaxy,Triangulum,02h 36m 49.6s,+33° 19′ 38″,13.4,
0988,,Spiral galaxy,Cetus,02h 35m 27.4s,-09° 21′ 17″,11.4,
0989,,Galaxy,Cetus,02h 33m 46.1s,-16° 30′ 40″,15,
0990,,Elliptical galaxy,Aries,02h 36m 18.3s,+11° 38′ 31″,13.9,
0991,,Spiral galaxy,Cetus,02h 35m 32.9s,-07° 09′ 17″,13.4,
0992,,Spiral galaxy,Aries,02h 37m 25.6s,+21° 06′ 01″,13.5,
0993,,Lenticular galaxy,Cetus,02h 36m 46.2s,+02° 02′ 59″,14.9,
0994,(Duplicate of NGC 993),Lenticular galaxy,Cetus,02h 36m 46.2s,+02° 02′ 59″,14.9,
0995,,Lenticular galaxy,Andromeda,02h 38m 32.2s,+41° 31′ 45″,14.9,
0996,,Elliptical galaxy,Andromeda,02h 38m 40.0s,+41° 38′ 49″,14.5,
0997,,Interacting galaxy,Cetus,02h 37m 14.4s,+07° 18′ 20″,14.6,
0998,,Spiral galaxy,Cetus,02h 37m 20.3s,+07° 26′ 24″,15.6,
0999,,Spiral galaxy,Andromeda,02h 38m 47.6s,+41° 40′ 13″,14.5,
1000,,Galaxy,Andromeda,02h 38m 49.7s,+41° 27′ 35″,15.6,
1001,,Galaxy,Andromeda,02h 39m 12.6s,+41° 40′ 18″,14.7,
1002,,Barred spiral galaxy,Perseus,02h 38m 55.6s,+34° 37′ 20″,13.94,
1003,,Spiral galaxy,Perseus,02h 39m 16.9s,+40° 52′ 20″,12,
1004,,Elliptical galaxy,Cetus,02h 37m 41.8s,+1° 58′ 31″,13.71,
1005,,Galaxy,Andromeda,02h 39m 29.2s,+41° 29′ 20″,14.7,
1006,,Barred spiral galaxy,Cetus,02h 37m 34.8s,-11° 01′ 30″,14.50,
1007,,Galaxy,Cetus,02h 37m 52.2s,+02° 09′ 22″,15.70,
1008,,Elliptical galaxy,Cetus,02h 37m 55.3s,+02° 04′ 47″,14.63,
1009,,Spiral galaxy,Cetus,02h 38m 19.1s,+02° 18′ 36″,15.21,
1010,Duplicate of NGC 1006,Barred spiral galaxy,Cetus,02h 37m 34.8s,-11° 01′ 30″,14.50,
1011,,Elliptical galaxy,Cetus,02h 37m 38.9s,-11° 00′ 20″,13.3,
1012,,Elliptical galaxy,Aries,02h 39m 14.9s,+30° 09′ 06″,13.00,
1013,,Galaxy,Cetus,02h 37m 50.5s,-11° 30′ 26″,14.97,
1014,,Double star,Cetus,02h 38m 00.8,s-9° 34′ 24″
1015,,Barred spiral galaxy,Cetus,02h 38m 11.50s,-1° 19′ 8.0″,12.98,
1016,,Elliptical galaxy,Cetus,02h 38m 19.60s,+02° 07′ 10.0″,12.61,
1017,,Spiral galaxy,Cetus,02h 37m 49.90s,-11° 00′40.0″,14.5,
1018,,Barred spiral galaxy,Cetus,02h 38m 10.30s,-09° 32′ 38″,15.38,
1019,,Barred spiral galaxy,Cetus,02h 38m 27.50s,+01° 54′ 28″,14.34,
1020,,elliptical galaxy,Cetus,02h 38m 44.30s,+02° 13′53.0″,15.14,
1021,,Barred spiral galaxy,Cetus,02h 38m 48.0s,+02° 13′ 03″,15.02,
1022,,Barred spiral galaxy,Cetus,02h 38m 32.7s,-06° 40′ 39″,12.09,
1023,,Barred lenticular galaxy,Perseus,02h 40m 24.0s,+39° 03′ 48″,10.35,
1024,,Spiral galaxy,Aries,02h 39m 11.9s,+10° 50′ 49″,13.08,
1025,,Spiral galaxy,Horologium,02h 36m 19.9s,-54° 51′ 51″,13.84,
1026,,Spiral galaxy,Cetus,02h 39m 19s,6° 32′ 40″,12.7,
1032,,Spiral galaxy,Cetus,02h 39m 23.6s,+01° 05′ 38″,12.64,
1039,Messier 34,Open cluster,Perseus,02h 42m,+42° 46′,5.4,
1042,,Spiral galaxy,Cetus,02h 40m 23.6s,-08° 25′ 59″,12.1,
1049,,Globular cluster,Fornax,02h 39m 52.5s,-34° 16′ 08″,13.6,
1055,,Spiral galaxy,Cetus,02h 41m 45.3s,+00° 26′ 32″,12.5,
1068,Messier 77,Spiral galaxy,Cetus,02h 42m 40.8s,-00° 00′ 48″,8.9,
1073,,Spiral galaxy,Cetus,02h 43m 40.6s,+01° 22′ 34″,12.5,
1087,,Spiral galaxy,Cetus,02h 46m 25.3s,-00° 29′ 56″,11.4,
1090,,Spiral galaxy,Cetus,02h 46m 33.7s,-00° 14′ 49″,12.8,
1097,,Spiral galaxy,Fornax,02h 46m 19.0s,-30° 16′ 29″,10.2,
1111,,Lenticular galaxy,Aries,02h 49m 50.7s,+13° 08′ 43″,,
1128,,Elliptical galaxy,Cetus,02h 57m 42.6s,+06° 01′ 05″,15.5,
1132,,Galaxy,Eridanus,02h 52m 51.8s,-01° 16' 30",12.5,
1142,(Duplicate of NGC 1144),Interacting galaxy,Cetus,02h 55m 12.3s,-00° 11′ 02″,13.2,
1144,,Interacting galaxy,Cetus,02h 55m 12.3s,-00° 11′ 02″,13.2,
1156,,Irregular galaxy,Aries,02h 59m 42.3s,+25° 14′ 15″,12.0,
1187,,Spiral galaxy,Eridanus,03h 02m 37.4s,-22° 52′ 02″,11.4,
1190,,Lenticular galaxy,Eridanus,03h 03m 26.4s,-15° 39′ 45″,15.3,
1215,,Spiral galaxy,Eridanus,03h 07m 09.5s,-09° 35′ 35″,14,
1232,,Spiral galaxy,Eridanus,03h 09m 45.4s,-20° 34′ 45″,10.7,
1234,PGC 11813,Barred spiral galaxy,Eridanus,03h 9m 39.1s,-07° 50′ 47″,15.3,
1245,,Open cluster,Perseus,03h 15m,+47° 15′,9.2,
1253,,Spiral galaxy,Eridanus,03h 14m 09.1s,-02° 49′ 22″,13,
1261,,Globular cluster,Horologium,03h 12m 15.4s,-55° 13′ 01″,9.8,
1266,,Lenticular galaxy,Eridanus,03h 16m 00.8s,-02° 25′ 38″,14,
1275,Perseus A,Elliptical galaxy,Perseus,03h 19m 48.2s,+41° 30′ 42″,13.1,
1291,,Spiral galaxy,Eridanus,03h 17m 18.4s,-41° 06′ 57″,9.4,
1300,,Barred spiral galaxy,Eridanus,03h 19m 40.8s,-19° 24′ 40″,11.2,
1309,,Spiral galaxy,Eridanus,03h 22m 06.5s,-15° 24′ 02″,12.1,
1310,,Spiral galaxy,Fornax,03h 21m 03.5s,-37° 06′ 07″,12.5,
1313,,Spiral galaxy,Reticulum,03h 18m 15.4s,-66° 29′ 50″,9.4,
1316,Fornax A,Lenticular galaxy,Fornax,03h 22m 41.5s,-37° 12′ 34″,9.7,
1317,Fornax B,Spiral galaxy,Fornax,03h 22m 44.8s,-37° 06′ 01″,11.9,
1318,(Duplicate of NGC 1317),Spiral galaxy,Fornax,03h 22m 44.8s,-37° 06′ 01″,11.9,
1333,,Diffuse nebula,Perseus,03h 29m 02s,+31° 21′,10.9,
1337,,Spiral galaxy,Eridanus,03h 28m 06.0s,-08° 23′ 18″,12.5,
1350,,Spiral galaxy,Fornax,03h 31m 08.1s,-33° 37′ 43″,11.5,
1357,,Spiral galaxy,Eridanus,03h 33m 17.0s,-13° 39′ 48″,12.4,
1358,,Spiral galaxy,Eridanus,03h 33m 39.7s,-05° 05′ 22″,14,
1359,,Irregular galaxy,Eridanus,03h 33m 47.7s,-19° 29′ 31″,13.0,
1360,,Planetary nebula,Fornax,03h 33m 14.6s,-25° 52′ 18″,11.0,
1361,,Elliptical galaxy,Eridanus,03h 34m 17.8s,-06° 15′ 54″,13.8,
1362,,Lenticular galaxy,Eridanus,03h 33m 53.1s,-20° 16′ 58″,14.2,
1363,,Galaxy,Eridanus,03h 34m 53.4s,-09° 52′ 38″,,
1364,,Galaxy,Eridanus,03h 34m 58.8s,-09° 50′ 19″,15.4,
1365,,Barred spiral galaxy,Fornax,03h 33m 36.3s,-36° 08′ 28″,10.3,
1369,,Galaxy,Fornax,03h 36m 45.2s,-36º 15' 22",12.9,
1373,,Galaxy,Fornax,03h 34m 59.0s,-35° 10' 18",13.1,
1374,,Galaxy,Fornax,03h 35m 16.8s,-35º 13' 34",11.2,
1375,,Galaxy,Fornax,03h 35m 16.8s,-35º 15' 56",12.1,
1377,,Lenticular galaxy,Eridanus,03h 36m 39.0s,-20° 54′ 06″,13.8,
1378,,Double Star,Fornax,03h 35m 58.2s,-35º 12' 40",,
1379,,Galaxy,Fornax,03h 36m 03.8s,-35º 26' 29",11.2,
1380,,Galaxy,Fornax,03h 36m 27.1s,-34º 58' 34",10.2,
1381,,Lenticular galaxy,Fornax,03h 36m 31.8s,-35° 17′ 48″,12.3,
1382,,Galaxy,Fornax,03h 37m 08.9s,-35º 11' 46",12.9,
1386,,Galaxy,Eridanus,03h 36m 47.1s,-35º 59' 57",11.4,
1387,,Galaxy,Fornax,03h 36m 57.1s,-35º 30' 23",10.9,
1389,,Galaxy,Eridanus,03h 37m 11.7s,-35º 44' 40",11.6,
1392,,Unknown,Eridanus,03h 37m 31.6s,-37º 07' 13",,
1396,,Galaxy,Eridanus,03h 38m 06.5s,-35º 26' 25",13.8,
1399,,Elliptical galaxy,Fornax,03h 38m 29.3s,-35° 27′ 01″,10.3,
1400,,Lenticular galaxy,Eridanus,03h 39m 30.7s,-18° 41′ 18″,12.3,
1404,,Elliptical galaxy,Fornax,03h 38m 52.2s,-35° 35′ 42″,10.9,
1408,,Unknown,Fornax,03h 39m 21.1s,-35º 31' 31",,
1409,,Interacting galaxy,Taurus,03h 41m 10.4s,-01° 18′ 09″,14.7,
1410,,Interacting galaxy,Taurus,03h 41m 10.8s,-01° 17′ 56″,14,
1427,,Elliptical galaxy,Fornax,03h 42m 19.3s,-35° 23′ 41″,11.8,
1432,Maia Nebula (Located within Pleiades),Diffuse nebula,Taurus,03h 46m,+24°
1435,Merope Nebula (Located within Pleiades),Diffuse nebula,Taurus,03h 46m,+24°13
1482,,Lenticular galaxy,Eridanus,03h 54m 38.9s,-20° 30′ 08″,13.3,
1491,,Diffuse nebula,Perseus,04h 03m 21s,+51° 18.9′ 11.3″
1499,California Nebula,Diffuse nebula,Perseus,04h 03m 18s,+36° 25′,4.1,
1500,,Lenticular galaxy,Dorado,03h 58m 14.0s,-52° 19′ 44″,15.2,
1501,,Planetary nebula,Camelopardalis,04h 06m 59.2s,+60° 55′ 14″,15.2,
1502,,Open cluster,Camelopardalis,04h 08m,+62° 20′,7.5,
1510,,Lenticular galaxy,Horologium,04h 03m 32.4s,-43° 24′ 03″,13.5,
1511,,Spiral galaxy,Hydrus,03h 59m 35.7s,-67° 38′ 06″,12.1,
1512,,Spiral galaxy,Horologium,04h 03m 54.3s,-43° 20′ 56″,11.5,
1513,,Open cluster,Perseus,04h 11m,+49° 31′,8.7,
1514,,Planetary nebula,Taurus,04h 09m 17.0s,+30° 46′ 33″,10.0,
1515,,Spiral galaxy,Dorado,04h 04m 02.9s,-54° 06′ 10″,11.83,
1530,,Spiral galaxy,Camelopardalis,04h 23m 27.0s,+75° 17′ 46″,13.4,
1531,,Lenticular galaxy,Eridanus,04h 11m 59.2s,-32° 51′ 03″,12.9,
1532,,Spiral galaxy,Eridanus,04h 12m 04.3s,-32° 52′ 27″,10.7,
1533,,Lenticular galaxy,Dorado,04h 09m 51.5s,-56° 07′ 10″,11.9,
1534,,Spiral galaxy,Reticulum,04h 08m 46.0s,-62° 47′ 45″,12,
1535,,Planetary nebula,Eridanus,04h 14m 15.8s,-12° 44′ 22″,11.6,
1553,PGC 14765,Lenticular galaxy,Dorado,04h 16m 10.5s,-55° 46′ 49″,10.3,
1555,Hind's Nebula,Herbig-Haro object,Taurus,04h 21m 57.1s,+19° 32′ 07″,,
1559,,Spiral galaxy,Reticulum,04h 17m 37.3s,-62° 47′ 03″,10.9,
1560,,Spiral galaxy,Camelopardalis,04h 32m 47.7s,+71° 52′ 46″,12.1,
1566,,Spiral galaxy,Dorado,04h 20m 00.6s,-54° 56′ 17″,10.2,
1567,,Lenticular galaxy,Caelum,04h 21m 09.0s,-48° 15′ 17″,,
1568,,Interacting galaxy,Eridanus,04h 24m 25.4s,-00° 44′ 48″,14.9,
1569,,Irregular galaxy,Camelopardalis,04h 30m 49.3s,+64° 50′ 53″,11.8,
1579,,Diffuse nebula,Perseus,04h 30m 09.5s,+35° 16′ 19″,,
1637,,Spiral galaxy,Eridanus,04h 41m 28.1s,-02° 51′ 29″,11.2,
1672,,Spiral galaxy,Dorado,04h 45m 42.1s,-59° 14′ 56″,11.0,
1700,,Elliptical galaxy,Eridanus,04h 56m 56.3s,-04° 51′ 52″,12,
1705,,Lenticular galaxy,Pictor,04h 54m 13.7s,-53° 21′ 40″,12.8,
1714,(Located in Large Magellanic Cloud),Open cluster,Dorado,04h 52m 08.4s,-66° 55′ 23″,11.5,
1715,(Located in Large Magellanic Cloud),Diffuse nebula,Dorado,04h 52m 10s,-66° 54′,,
1725,,Lenticular galaxy,Eridanus,04h 59m 22.9s,-11° 07′ 58″,13,
1784,,Spiral galaxy,Lepus,05h 05m 26.7s,-11° 52′ 21″,12,
1788,,Diffuse nebula,Orion,05h 06m 54s,-03° 21′,5.8,
1808,,Spiral galaxy,Columba,05h 07m 42.3s,-37° 30′ 46″,10.7,
1818,,Globular cluster,Dorado,05h 04m 13.8s,-66° 26′ 02″,9.7,
1850,(Located in Large Magellanic Cloud),Open cluster,Dorado,05h 08m 45.8s,-68° 45′ 39″,8.8,
1851,,Globular cluster,Columba,05h 14m 06.3s,-40° 02′ 50″,8.8,
1857,,Open cluster,Auriga,05h 20m,+39° 21′,8.1,
1872,,Open cluster,Dorado,05h 13m 11.7s,-69° 18′ 45″,11.4,
1893,,Open cluster,Auriga,05h 22m 44s,+33° 24′ 42″,14.38,
1904,Messier 79,Globular cluster,Lepus,05h 24m 10.6s,-24° 31′ 27″,9.2,
1907,,Open cluster,Auriga,05h 28m 06s,+35° 20′,8.9,
1912,Messier 38,Open cluster,Auriga,05h 28m 43s,+35° 51′,6.7,
1931,,Open cluster,Auriga,05h 31m 26.6s,+34° 14′ 58″,10.1,
1946,,Open cluster,Dorado,05h 25m 15s,-66° 24′,12.7,
1948,,Association of stars,Dorado,05h 24m 20.0s,-66° 24′ 12″,10.8,
1952,Messier 1/Crab Nebula,Supernova remnant,Taurus,05h 34m 32.0s,+22° 00′ 52″,8.4,
1960,Messier 36,Open cluster,Auriga,05h 36m 12s,+34° 08′,6.1,
1961,,Spiral galaxy,Camelopardalis,05h 42m 05.4s,+69° 22′ 42″,12.2,
1973,,Diffuse nebula,Orion,05h 35m,-04° 44′,7,
1974,,Open cluster,Dorado,05h 27m 59.0s,-67° 25′ 27″,10.3,
1975,,Nebula,Orion,05h 35m,-05° 23′,7,
1976,Messier 42/Orion Nebula,Diffuse nebula,Orion,05h 35m 17.3s,-05° 23′ 28″,5,
1977,,Open cluster,Orion,05h 35m 15.0s,-04° 53′ 12″,7,
1978,,Globular cluster,Dorado,05h 28m 45.0s,-66° 14′ 14″,10.7,
1980,,Open cluster,Orion,05h 35m,-05° 55′,2.5,
1981,,Open cluster,Orion,05h 35m,-04° 24′,4.2,
1982,Messier 43/de Mairan's Nebula,Diffuse nebula,Orion,05h 35m 31s,-05° 16′,9,
1986,,Open cluster,Mensa,05h 27m 37.7s,-69° 58′ 14″,11.3,
1988,,Star,Taurus,05h 38m,+21° 14′,,
1992,,Spiral galaxy,Columba,05h 34m 32.0s,-30° 53′ 46″,,
1996,,Open cluster,Taurus,05h 38m,+25° 46′,,
1997,,Open cluster,Dorado,05h 30m 34s,-63° 12.2′ 14.3″
1998,,Lenticular galaxy,Pictor,05h 33m 15.2s,-48° 41′ 42″,,
1999,,Diffuse nebula,Orion,05h 36m 27s,-06° 43′,9.5,
2000,,Open cluster,Mensa,05h 27m 30s,-71° 53′,12.3,
2014,,Association of stars,Dorado,05h 32m 24s,-67° 41′,9.2,
2020,,Diffuse nebula,Dorado,05h 33m 12s,-67° 43′,,
2021,,Association of stars,Dorado,05h 33m 30s,-67° 27′,12.1,
2022,,Planetary nebula,Orion,05h 42m 06.2s,+09° 05′ 11″,14.9,
2023,,Diffuse nebula,Orion,05h 41m 37.9s,-02° 15′ 52″,,
2024,Flame Nebula,Emission nebula,Orion,05h 41m 43s,-01° 51′,,
2025,,Open cluster,Mensa,05h 32m 33s,-71° 43′,11.2,
2043,,Open cluster,Mensa,05h 35m 56.7s,-70° 04′ 23″,,
2068,Messier 78,Diffuse nebula,Orion,05h 46m 46.7s,+00° 00′ 50″,8.0,
2070,30 Doradus (located in Tarantula Nebula),Open cluster,Dorado,05h 38m 42s,-69° 06′,7.3,
2080,,Open cluster,Dorado,05h 39m 44s,-69° 39′,10.4,
2090,,Spiral galaxy,Columba,05h 47m 02.3s,-34° 15′ 05″,11.9,
2099,Messier 37,Open cluster,Auriga,05h 52m 19s,+32° 33′,6.2,
2100,,Open cluster,Dorado,05h 42m 09s,-69° 12′ 43″,9.6,
2129,,Open cluster,Gemini,06h 01m 06s,+23° 19′ 20″,6.7,
2146,,Spiral galaxy,Camelopardalis,06h 18m 37.5s,+78° 21′ 21″,11.1,
2158,,Open cluster,Gemini,06h 07m 25s,+24° 06′,9.5,
2168,Messier 35,Open cluster,Gemini,06h 09m,+24° 21′,5.3,
2169,,Open cluster,Orion,06h 08m 32.5s,+13° 57′ 57″,6.0,
2170,,Diffuse nebula,Monoceros,06h 07m 48s,-06° 23′,,
2171,,Open cluster,Mensa,05h 58m 26.2s,-70° 39′ 15″,,
2172,,Open cluster,Dorado,06h 00m 05s,-68° 38′,11.9,
2173,,Globular cluster,Mensa,05h 57m 39.7s,-72° 58′ 41″,12.7,
2174,,Diffuse nebula,Orion,06h 10m,+20° 30′,6.8,
2175,(Located in NGC 2174),Open cluster,Orion,06h 10m,+20° 30′,6.8,
2194,,Open cluster,Orion,06h 13m 42.4s,+12° 48′ 06″,9.0,
2204,,Open cluster,Canis Major,06h 15m 09s,-18° 39′,9.4,
2207,,Spiral galaxy,Canis Major,06h 16m 22.1s,-21° 22′ 20″,11.4,
2237,(Part of the Rosette Nebula),Diffuse nebula,Monoceros,06h 33m 45s,+05° 00′,9,
2238,(Part of the Rosette Nebula),Diffuse nebula,Monoceros,06h 33m,+05°9
2239,(Located in Rosette Nebula),Open cluster,Monoceros,06h 32m,+04° 56′,5.3,
2244,Satellite Cluster (located in Rosette Nebula),Open cluster,Monoceros,06h 30m 55.8s,+04° 58′ 30″,5.3,
2246,(Part of the Rosette Nebula),Diffuse nebula,Monoceros,06h 32m,+05° 07′, 9,
2261,Hubble's Variable Nebula,Diffuse nebula,Monoceros,06h 39m 10s,+08° 45′,,
2264,Christmas Tree Cluster,Open cluster,Monoceros,06h 41m,+09° 53′,3.9,
2266,,Open cluster,Gemini,06h 43m,+26° 58′,9.5,
2276,,Spiral galaxy,Cepheus,07h 27m 17.5s,+85° 45′ 14″,12.3,
2286,,Open cluster,Monoceros,06h 48m,-03° 10′,8.2,
2287,Messier 41,Open cluster,Canis Major,06h 46m,-20° 46′,4.9,
2298,,Globular cluster,Puppis,06h 48m 59.2s,-36° 00′ 19″,10.8,
2300,,Lenticular galaxy,Cepheus,07h 32m 21.8s,+85° 42′ 32″,12.2,
2323,Messier 50,Open cluster,Monoceros,07h 02m 48s,-08° 23′,6.3,
2336,,Spiral galaxy,Camelopardalis,07h 27m 03.7s,+80° 10′ 42″,13.5,
2346,,Planetary nebula,Monoceros,07h 09m 22.5s,-00° 48′ 24″,10.8,
2359,Thor's Helmet; Gum 4,Diffuse nebula,Canis Major,07h 18m 30s,-13° 14′,,
2360,Caroline's Cluster,Open cluster,Canis Major,07h 18m,-15° 38′,7.6,
2362,Tau Canis Majoris Cluster,Open Cluster,Canis Major,07h 19m,-24° 59′,4.1,
2363,(Located within NGC 2366),Diffuse nebula,Camelopardalis,07h 28m 29.8s,+69° 11′ 33″,15.5,
2366,,Irregular galaxy,Camelopardalis,07h 28m 51.9s,+69° 12′ 31″,11.6,
2371,(Duplicate of NGC 2372; also called NGC 2371-2),Planetary nebula,Gemini,07h 25m 34.7s,+29° 29′ 26″,14.5,
2372,(Duplicate of NGC 2371; also called NGC 2371-2),Open cluster,Gemini,07h 25m 34.7s,+29° 29′ 26″,14.5,
2374,,Open cluster,Canis Major,07h 25m 54.0s,-13° 16′ 0″,8.0,
2392,Eskimo Nebula/Clown Nebula,Planetary nebula,Gemini,07h 29m 10.8s,+20° 54′ 42″,10.3,
2403,,Spiral galaxy,Camelopardalis,07h 36m 50.6s,+65° 36′ 10″,8.9,
2409,,Open cluster,Puppis,07h 32m,-17° 11′,7.5,
2419,,Globular cluster,Lynx,07h 38m 08.5s,+38° 52′ 55″,9.06,
2422,Messier 47,Open cluster,Puppis,07h 37m,-14° 29′,4.4,
2437,Messier 46,Open cluster,Puppis,07h 42m,-14° 49′,6.3,
2438,,Planetary nebula,Puppis,07h 41m 51.4s,-14° 43′ 55″,10.8,
2440,,Planetary nebula,Puppis,07h 41m 54.9s,-18° 12′ 30″,18.9,
2442,,Spiral galaxy,Volans,07h 36m 23.9s,-69° 31′ 47″,11.2,
2443,(Duplicate of NGC 2442),Spiral galaxy,Volans,07h 36m 23.9s,-69° 31′ 47″,11.2,
2447,Messier 93/Butterfly Cluster,Open cluster,Puppis,07h 45m,-23° 52′,6.6,
2451,,Open cluster,Puppis,07h 45m,-37° 58′,10.0,
2460,,Spiral galaxy,Camelopardalis,07h 56m 52.4s,+60° 20′ 57″,12.5,
2467,,Star cluster,Puppis,07h 52m 29.5s,-26° 25' 48",7.1,
2476,,Galaxy,Lynx,07h 56m 45.1s,+39° 55' 41",12.5,
2477,,Open cluster,Puppis,07h 52m,-38° 32′,6.6,
2491,,Galaxy,Canis Minor,07h 58m 27.4s,+07° 59′ 02″,15.6,
2500,,Spiral galaxy,Lynx,08h 01m 53.2s,+50° 44′ 13″,12.3,
2516,,Open cluster,Carina,07h 58m,-60° 45′,3.8,
2535,,Spiral galaxy,Cancer,08h 11m 13.6s,+25° 12′ 24″,13.0,
2536,,Spiral galaxy,Cancer,08h 11m 16.1s,+25° 10′ 45″,14.5,
2537,Bear's Paw Galaxy,Irregular galaxy,Lynx,08h 13m 14.6s,+45° 59′ 30″,11.7,
2541,,Spiral galaxy,Lynx,08h 14m 40.4s,+49° 03′ 42″,13.0,
2546,,Open cluster,Puppis,08h 12m,-37° 37′,6.5,
2547,,Open cluster,Vela,08h 10m 25.7s,-49° 10′ 03″,4.8,
2548,Messier 48,Open cluster,Hydra,08h 14m,-05° 45′,6.1,
2549,,Lenticular galaxy,Lynx,08h 18m 58.4s,+57° 48′ 10″,12.1,
2550,,Spiral galaxy,Camelopardalis,08h 24m 33.9s,+74° 00′ 43″,13.1,
2551,,Spiral galaxy,Camelopardalis,08h 24m 50.5s,+73° 24′ 44″,12.7,
2552,,Irregular galaxy,Lynx,08h 19m 19.6s,+50° 00′ 28″,13.5,
2608,,Barred spiral galaxy,Cancer,08h 17m .3s,+28° 28′ 22″,3.2,
2632,Messier 44/Beehive Cluster/Praesepe Cluster,Open cluster,Cancer,08h 40m,+19° 41′,3.2,
2682,Messier 67,Open cluster,Cancer,08h 51m 18s,+11° 48′,6.9,
2683,,Spiral galaxy,Lynx,8h 52m 41.7s,+33° 25′ 10″,9.7,
2715,,Spiral galaxy,Camelopardalis,09h 08m 06.1s,+78° 05′ 07″,11.9,
2736,Pencil Nebula,Diffuse nebula,Vela,09h 00m,-45° 57′,,
